uuid,Void/Retire,Fully specified name:en,Description:en,Data class,Data type,Answers,Members,Same as mappings,Short name:en,Fully specified name:es,Short name:es,Fully specified name:fr,Short name:fr,Fully specified name:ht,Short name:ht,Absolute high,Critical high,Normal high,Absolue low,Critical low,Normal low,Units,Display precision,Allow decimals,Complex data handler
163722AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Rapid test for HIV,"Rapid test used to detect HIV. It could include rapid test 1 or rapid test 2, and should be used in the case where it is unknown whether it was rapid test 1 or 2. This is a qualitative test.",Test,Coded,,,,,,,Test rapide pour HIV,,Tes rapid pou HIV,,,,,,,,,,,
163532AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Mother enrolled in prevention of maternal to child transmission (PMTCT) program,"The patient's mother is currently enrolled in a maternal to child transmission program, also referred to as PMTCT.",Question,Coded,False;Unknown;Yes,,,,,,MÃ¨re inscrite dans le programme de prÃ©vention de la transmission mÃ¨re-enfant (PTME),,Manman pasyan antre nan pwogram prevansyon transmisyon manman-timoun (PMTCT),,,,,,,,,,,
7962d0ed-0fb5-4580-8e46-6fd318091154,,Transfer-in Documentation,,Question,Coded,Mother enrolled in prevention of maternal to child transmission (PMTCT) program;Transfer-in with Records;Transfer-in without records,,,,,,,,,,,,,,,,,,,
163260AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Date of first visit,,Question,Date,,,,,,,,,,,,,,,,,,,,
162582AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Number of occurrences,"A qualifier term which can be used to differentiate a numeric entry. For example, a duration could be a number + duration unit (number of occurrences).",Misc,N/A,,,SNOMED-CT:252109000,No. of times,,,,,,,,,,,,,,,,
162560AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Lamivudine / Lopinavir / Ritonavir / Stavudine,Antiretroviral regimen,Misc,N/A,,,,3TC/d4T/LPV/r,,,,,,,,,,,,,,,,
162200AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Abacavir / Lamivudine / Lopinavir / Ritonavir,A regimen used for HIV treatment,Misc,N/A,,,,3TC/ABC/LPV/r,,,,,,,,,,,,,,,,
162054AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Service delivery point number,An alphanumeric code/number which represents the point where the patient received care,Question,Text,,,,,,,,,,,,,,,,,,,,
161364AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,lamivudine / tenofovir,,Drug,N/A,,,,TDF/3TC,,,,,,,,,,,,,,,,
160642AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Telephone number of treatment supporter,,Question,Text,,,,,,,,,,,,,,,,,,,,
160638AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Name of treatment supporter,,Question,Text,,,,,,,,,,,,,,,,,,,,
160564AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Vaccination service,,Misc,N/A,,,PIH:6714,,,,,,,,,,,,,,,,,
160554AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Date of HIV diagnosis,,Finding,Date,,,PIH:2515,,,,Date du diagnostique de VIH,,Dat pou dyagnostik VIH,,,,,,,,,,,
160550AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Sex worker outreach program,,Misc,N/A,,,PIH:1790,,,,Programme d'assistance pour travailleurs du sexe,,,,,,,,,,,,,
160548AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Intravenous venous drug user outreach program,,Misc,N/A,,,PIH:1788,,,,Programme d'assistance pour consommateurs de drogues intraveineuses,,,,,,,,,,,,,
160544AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Under five clinic,,Misc,N/A,,,,,,,Moins de cinq cliniques,,,,,,,,,,,,,
160536AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Adult inpatient service,,Misc,N/A,,,,,,,,,,,,,,,,,,,,
159833AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,re-enroll,,Misc,N/A,,,,,,,,,,,,,,,,,,,,
159671AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Provincial hospital,,Misc,N/A,,,SNOMED-MVP:1596711000105007,,,,,,,,,,,,,,,,,
159599AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Antiretroviral treatment start date,When were the antiretroviral drugs started for the patient?,Finding,Date,,,PIH:2516;PIH-Malawi:2516;SNOMED-MVP:1595991000105005,ARV start date,,,Date de dÃ©but des antirÃ©troviraux,,Antiretwoviral tretman dat kÃ²mansman,,,,,,,,,,,
166522AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Darunavir / Lamivudine / Raltegravir / Ritonavir / Tenofovir,ARV regimen,Misc,N/A,,,KenyaEMR:165370,3TC/DRV/RAL/RTV/TDF,,,,,,,,,,,,,,,,
165606AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Abacavir / dolutegravir / lamivudine,,Drug,N/A,,,KenyaEMR:164970;RxNORM:1546887,ABC / 3TC / DTG,,,,,,,,,,,,,,,,
165085AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Dolutegravir,,Drug,N/A,,,,DTG,,,,,,,,,,,,,,,,
164505AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Lamivudine / Efavirenz / Tenofovir,Regimen,Misc,N/A,,,,,,,,,,,,,,,,,,,,
163783AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Mother recieved highly active antiretroviral therapy (HAART),The patient's mother was on highly active antiretroviral therapy (HAART).,Question,Coded,False;Unknown;Yes,,,,,,La mÃ¨re a reÃ§u un traitement antirÃ©troviral (Triterapie),,Manman resevwa terapi antiretwoviral aktif (Triterapi),,,,,,,,,,,
163495AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Service withdrawal,"This is one of options of reasons for closing case/register, i.e. the client withdraws from the service he/she is currently receiving",Misc,N/A,,,,,,,,,,,,,,,,,,,,
162727AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Other facility patient identifier,The patient's identifier from another facility,Question,Text,,,,,,,,,,,,,,,,,,,,
162583AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Seconds,"Unit of time, 1/60 of a minute",Misc,N/A,,,SNOMED-CT:257997001,secs,,,,,,,,,,,,,,,,
162565AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Lamivudine / Nevirapine / Tenofovir,Antiretroviral regimen,Misc,N/A,,,,3TC/NVP/TDF,,,,,,,,,,,,,,,,
162563AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Abacavir / Efavirenz / Lamivudine,Antiretroviral regimen,Misc,N/A,,,,3TC/ABC/EFV,,,,,,,,,,,,,,,,
162561AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Lamivudine / Lopinavir / Ritonavir / Zidovudine,Antiretroviral regimen,Misc,N/A,,,,3TC/AZT/LPV/r,,,,,,,,,,,,,,,,
162201AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Lamivudine / Lopinavir / Ritonavir / Tenofovir,A regimen used for HIV treatment,Misc,N/A,,,,3TC/LPV/r/TDF,,,,,,,,,,,,,,,,
162199AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Abacavir / Nevirapine / Lamivudine,A regimen used in HIV treatment,Misc,N/A,,,,ABC/NVP/3TC,,,,,,,,,,,,,,,,
160639AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Guardian,Relationship type. Guardian has responsibility for patient or dependent person.,Misc,N/A,,,SNOMED-CT:394619001,,,,,,,,,,,,,,,,,
160563AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Transfer in,,Question,Coded,,,,Trans_in,,,Transfert dedans,,,,,,,,,,,,,
160555AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Date enrolled in HIV care,,Finding,Date,,,,,,,,,,,,,,,,,,,,
160549AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Adolescent outreach program,,Misc,N/A,,,PIH:1789,,,,Programme d'assistance pour adolescents,,,,,,,,,,,,,
160547AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Private company,,Misc,N/A,,,PIH:1787,,,,Compagnie privÃ©e,,,,,,,,,,,,,
160543AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Community-based organization,,Misc,N/A,,,PIH:1741,,,,Organisation fondÃ© sur la communautÃ©,,,,,,,,,,,,,
160539AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Voluntary counseling and testing program,,Misc,N/A,,,AMPATH:2047;PIH:1649,VCT Program,,,,,,,,,,,,,,,,
160537AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Pediatric inpatient service,,Misc,N/A,,,,,,,Service d'hospitalisation pÃ©diatrique,,SÃ¨vis pedyat ki entÃ¨ne pasyan,,,,,,,,,,,
160540AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Method of enrollment,,Question,Coded,Adolescent outreach program;Adult inpatient service;Community-based organization;Intravenous venous drug user outreach program;Maternal and child health program;Nutrition program;Other non-coded;Outpatient department;Outreach program;Pediatric inpatient service;Private company;Private home-based care;Sex worker outreach program;Sexually transmitted infection program/clinic;Tuberculosis treatment program;Under five clinic;Vaccination service;Voluntary counseling and testing program;Voluntary male circumcision clinic,,PIH:1650,,,,MÃ©thode pour l'inscription,,,,,,,,,,,,,
160535AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Transferred from location,Text description of where a patient was transferred from.,Question,Text,,,,,,,RÃ©fÃ©rÃ©Â de,,Kote ki te refere'l,,,,,,,,,,,
160124AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Zidovudine / Lamivudine / Efavirenz,ARV drug combination,Drug,N/A,,,PIH:1612,AZT/3TC/EFV,,,,,,,,,,,,,,,,
160104AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Efavirenz / Lamivudine / Stavudine,Antiretroviral drug combination,Drug,N/A,,,PIH:1505,d4T/3TC/EFV,,,,,,,,,,,,,,,,
159810AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Etravirine,a drug in a group of NNRTI,Drug,N/A,,,,ETV,,,,,,,,,,,,,,,,
159670AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,sub-district hospital,,Misc,N/A,,,SNOMED-MVP:1596701000105009,,,,,,,,,,,,,,,,,
159662AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,district hospital,Type of health care facility designed to be the district hospital.,Misc,N/A,,,SNOMED-MVP:1596621000105007,,,,,,,,,,,,,,,,,
159368AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Medication duration,Length of time medication was taken for medication history. Use with duration units.,Question,Numeric,,,AMPATH:1897;SNOMED-CT:261774000,,,,DurÃ©e de prise des mÃ©dicaments,,Dire pou pran medikaman,,,,,,,,,,0,
154378AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Raltegravir,Integrase inhibitor drug,Drug,N/A,,,,RAL,,,Raltegravir,,RaltÃ¨gravi,,,,,,,,,,,
154376AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,maraviroc,,Drug,N/A,,,,,,,,,,,,,,,,,,,,
86663AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Zidovudine,,Drug,N/A,,,,AZT,,,Zidovudine,,zidovudin,,,,,,,,,,,
85160AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Tipranavir,,Drug,N/A,,,,,,,,,,,,,,,,,,,,
83412AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Ritonavir,,Drug,N/A,,,,RTV,,,Ritonavir,,Ritonavi,,,,,,,,,,,
80586AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Nevirapine,,Drug,N/A,,,,NVP,,,Nevirapine,,nevirapin,,,,,,,,,,,
78643AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Lamivudine,,Drug,N/A,,,,3TC,,,Lamivudine,,lamividin,,,,,,,,,,,
75676AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Enfuvirtide,,Drug,N/A,,,,,,,,,,,,,,,,,,,,
75628AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Emtricitabine,,Drug,N/A,,,,FTC,,,Emtricitabine,,entrisitabin,,,,,,,,,,,
104567AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Emtricitabine / tenofovir disoproxil,,Drug,N/A,,,PIH:6635;RxNORM:1008145;SNOMED-CT:414090006,FTC/TDF,,,,,,,,,,,,,,,,
84795AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Tenofovir,,Drug,N/A,,,,TDF,,,Tenofovir,,tonofovi,,,,,,,,,,,
83690AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Saquinavir,,Drug,N/A,,,,,,,Saquinavir,,Sakinavi,,,,,,,,,,,
76658AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Fosamprenavir,,Drug,N/A,,,,,,,,,,,,,,,,,,,,
75523AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Efavirenz,,Drug,N/A,,,,EFV,,,Efavirenz,,efavirens,,,,,,,,,,,
74258AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Darunavir,Retroviral drug which acts as protease inhibitor,Drug,N/A,,,,DRV,,,Darunavir,,Darunavi,,,,,,,,,,,
1733AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Minutes,interval of duration,Misc,N/A,,,SNOMED-CT:258701004,min,,,Minutes,,,,,,,,,,,,,
1527AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Parent,,Misc,N/A,,,AMPATH:1672;PIH:2173;SNOMED-CT:40683002,,,,Parent,,Paran,,,,,,,,,,,
71647AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Atazanavir,Protease inhibitor,Drug,N/A,,,,ATV,,,Atazanavir,,atazanavi,,,,,,,,,,,
70056AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Abacavir,,Drug,N/A,,,,ABC,,,Abacavir,,Abakavi,,,,,,,,,,,
1073AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Weeks,Generic temporal answer to question.,Misc,N/A,,,AMPATH:1073;PIH:2160;SNOMED-CT:258705008,,Semanas,,,,,,,,,,,,,,,
973AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Grandparent,Family member.,Misc,N/A,,,AMPATH:973;SNOMED-CT:38312007,,Abuelo/abuela,,Grands-parents,,Granparan,,,,,,,,,,,
5424AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Other antiretroviral drug,Generic answer to encounter form questions.. another retroviral drug not already specified in the antiretroviral set (term 1085).,Drug,N/A,,,,,,,Autres médicaments antirétroviraux,,LÒT DWÒG ANTIRETWOVIRAL,,,,,,,,,,,
54e7ff9b-4d93-41ba-ad0b-cb5f565785f2,,Nucleoside Reverse Transcriptase Inhibitors (NRTIS) ARVs,List of Nucleoside Reverse Transcriptase Inhibitors,Question,Coded,Abacavir;Emtricitabine;Lamivudine;Other antiretroviral drug;Tenofovir;Zidovudine,,,,,,,,,,,,,,,,,,,
1822AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Hours,"A duration unit, 60 minutes = 1 hour.",Misc,N/A,,,SNOMED-CT:258702006,HRS,Horas,,,,,,,,,,,,,,,
1734AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Years,Interval of duration,Misc,N/A,,,PIH:2287;SNOMED-CT:258707000,yrs,AÃ±os,,Annees,,ane,,,,,,,,,,,
1652AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Lamivudine / nevirapine / zidovudine,,Drug,Boolean,,,PIH:1610;RxNORM:687064;SNOMED-CT:424990009,3TC/NVP/AZT,,,Lamivudine/nÃ©virapine/zidovudine,,,,,,,,,,,,,
1274AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Moi teaching and referral hospital,"The Moi Teaching and Referral Hospital (MTRH) started as a small cottage hospital in 1917 with a sixty-bed capacity, and evolved into a fully-fledged District Hospital.",Misc,N/A,,,AMPATH:1274;SNOMED-MVP:12741000105009,,,,,,,,,,,,,,,,,
161549AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,HIV confirmation location,Indicates the location where the test to confirm HIV infection was done,Misc,Coded,district hospital;Health center hospital;Moi teaching and referral hospital;Other non-coded;Provincial hospital;sub-district hospital,,,,,,,,,,,,,,,,,,,
1074AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Months,Generic temporal answer to question.,Misc,N/A,,,AMPATH:1074;PIH:2161;SNOMED-CT:258706009,,Meses,,Mois,,Mwa,,,,,,,,,,,
1072AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Days,Generic temporal answer to question.,Misc,N/A,,,AMPATH:1072;SNOMED-CT:258703001,,Dias,,Jours,,Jou,,,,,,,,,,,
972AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Sibling,Family member.,Misc,N/A,,,AMPATH:972;PIH:2178;SNOMED-CT:375005,,Hermano/Hermana,,Enfant de mÃªmes parents,,Pitit menm paran,,,,,,,,,,,
160640AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Treatment supporter relationship to patient,,Question,Coded,Grandparent;Guardian;Other non-coded;Parent;Partner or spouse;Sibling,,,,,,relation des supporters de traitement avec le patient,,relasyon sipÃ²tÃ¨ tretman an avÃ¨k pasyan,,,,,,,,,,,
844AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,HIV DNA polymerase chain reaction,Test which is used to detect genetic information inserted into the DNA of human cells by HIV,Test,Coded,,,,HIV DNA PCR,,,VIH ADN reaction en chaÃ®ne par polymerase,,VIH ADN  reyaksyon en chÃ¨n polimerizasyon,,,,,,,,,,,
ca4953af-9ad4-4514-b54a-6832acd7cae9,,Diagnostic HIV Test Type,The type of HIV testing used to make a final diagnosis,Question,Coded,HIV DNA polymerase chain reaction;Rapid test for HIV;Unknown,,,,,,,,,,,,,,,,,,,
792AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Lamivudine / nevirapine / stavudine,Combination antiretroviral drug.,Drug,N/A,,,AMPATH:792;AMPATH:809;PIH:1502;RxNORM:758660;SNOMED-CT:428009005,d4T/3TC/NVP,,,,,,,,,,,,,,,,
dfbe256e-30ba-4033-837a-2e8477f2e7cd,,Regimen at time of referral,The regimen a client was on at time of referral,Question,Coded,ABC + 3TC + ATVr;ABC + 3TC + DRV+RTV+RAL;ABC + 3TC + DRVr;ABC + 3TC + DTG;ABC + 3TC + EFV;ABC + 3TC + LPV/r;ABC + 3TC + NVP;ABC + 3TC + RAL;AZT + 3TC + ATV/r;AZT + 3TC + DRV + RTV + RAL;AZT + 3TC + DTG;AZT + 3TC + EFV;AZT + 3TC + LPV/r;AZT + 3TC + NVP;AZT + 3TC + RAL;d4T + 3TC + EFV;d4T + 3TC + LPV/r;d4T + 3TC + NVP;ETV + 3TC + DRV + RTV;RAL + 3TC + DRV + RTV;RAL + 3TC + DRV + RTV + ABC;RAL + 3TC + DRV + RTV + AZT;RAL + 3TC + DRV + RTV + TDF;TAF + 3TC + DRV/r;TAF + 3TC + DTG;TAF + 3TC + LPV/r;TDF + 3TC + DTG + DRV + RTV;TDF + 3TC + DTG + ETR + DRV + RTV;TDF + 3TC + EFV;TDF + 3TC + LPV/r;TDF + 3TC + NVP;TDF + FTC + DTG;TDF + FTC + EFV,,,,,,,,,,,,,,,,,,,
9064043b-5b18-4228-97ff-f0e20aaf9448,,Non-Nucleoside Reverse Transcriptase Inhibitors (NNRTIS) ARVs,List of Non-Nucleoside Reverse Transcriptase Inhibitors (NNRTIS),Question,Coded,Efavirenz;Etravirine;Nevirapine;Other antiretroviral drug;Unknown,,,,,,,,,,,,,,,,,,,
3509e1d9-93d0-4a6b-b5cb-90259699b01a,,Other ARV Drug Classes,"ARV drugs that are not NNRTIs, NRTIs or Protease Inhibitors",Question,Coded,Dolutegravir;Enfuvirtide;maraviroc;Other antiretroviral drug;Raltegravir;Unknown,,,,,,,,,,,,,,,,,,,
77eed025-0f5c-4173-bf45-36e05a175aaf,,Protease Inhibitors (PIS) ARVs,List of Protease Inhibitors,Question,Coded,Atazanavir;Darunavir;Fosamprenavir;Other ARV Drug Classes;Ritonavir;Saquinavir;Tipranavir;Unknown,,,,,,,,,,,,,,,,,,,
8c61710e-f431-4e0a-8ccf-933385a79ba6,,Referred from EMTCT,,Misc,N/A,,,,,,,,,,,,,,,,,,,,
83e40f2c-c316-43e6-a12e-20a338100281,,Patient Type at Enrolment,"Describes if the client is a new client, a re-enrolment, transfer-in or a referral from PMTCT at the time of service enrolment into HIV Care and Treatment.",Question,Coded,New client;re-enroll;Referred from EMTCT;Transfer in,,,,,,,,,,,,,,,,,,,
0a540601-8cc4-4d18-9360-d760780f3eb1,,Does the client have  a treatment supporter?,Question asking if the client has a treatment supporter,Question,Coded,False;Yes,,,,,,,,,,,,,,,,,,,
160632AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Free text general,This is a freetext field for general use.  It should be tied to another concept as a child.,Question,Text,,,AMPATH:1915,,,,Texte libre et gÃ©nÃ©rale,,Jeneral tÃ¨ks,,,,,,,,,,,
4e54efb4-e622-4198-a2fe-f75e6f1174fa,,Other transport,Other mode of transport,Misc,N/A,,,,,,,,,,,,,,,,,,,,
2a67b365-11de-4efd-a5c6-5cc0f81b2059,,Water transport,Using water as a mode of transport,Misc,N/A,,,,,,,,,,,,,,,,,,,,
3114f752-d235-49d3-b85b-269d2a4f7a22,,Rail transport,Using rail as a mode of transport,Misc,N/A,,,,,,,,,,,,,,,,,,,,
48fc0df5-f63e-4e67-985b-6f3ee3226e53,,Air transport,Air as a mode of transport,Misc,N/A,,,,,,,,,,,,,,,,,,,,
0bacd43b-df1b-43ae-9102-5d78d8ad1218,,Road transport,Using road as a mode of transport,Misc,N/A,,,,,,,,,,,,,,,,,,,,
d46ce5fb-8964-430c-859d-cf42ab6840ef,,Mode of transport used,Describes the mode of transport while travelling,Question,Coded,Air transport;Other transport;Rail transport;Road transport;Water transport,,,,,,,,,,,,,,,,,,,
9a40049b-4875-4a1f-8969-d9231b807ec7,,Cardiovascular disease,Cardiovascular disease as a known underlying conditions or comorbidity,Misc,N/A,,,,,,,,,,,,,,,,,,,,
1a0ce98b-3fc0-4a07-b813-9dad49d8347e,,Tuberculosis,Tuberculosis as a known underlying conditions or comorbidity,Misc,N/A,,,,,,,,,,,,,,,,,,,,
9c37b227-6426-4866-9fb9-a19800572924,,Renal disease,Renal disease as a known underlying conditions or comorbidity,Misc,N/A,,,,,,,,,,,,,,,,,,,,
c4879004-17d7-4eee-b5fc-942e855e2027,,Malignancy,Malignancy as a known underlying conditions or comorbidity,Misc,N/A,,,,,,,,,,,,,,,,,,,,
e3ea3c4b-df5f-4659-b357-93e3de325660,,Diabetes,Diabetes as a known underlying conditions or comorbidity,Misc,N/A,,,,,,,,,,,,,,,,,,,,
5a865a1c-2778-4178-9773-f4ece614b5ca,,Date of travelling,Date when the client reports to have travelled,Question,Date,,,,,,,,,,,,,,,,,,,,
36e8970f-93d2-4870-8844-929ceb6c3790,,District or sub-county of diagnosis,District or sub-county where COVID-19 diagnosis was made,Misc,Text,,,,,,,,,,,,,,,,,,,,
df300244-2824-4b65-a72e-4cdd5432e01f,,Facility based care,Facility based care of COVID-19,Misc,N/A,,,,,,,,,,,,,,,,,,,,
52077d83-6c01-4819-8db5-f149b6f7a4d5,,Home based care,Home based care management of COVID-19,Misc,N/A,,,,,,,,,,,,,,,,,,,,
16528a12-a8b2-41cd-83ef-d337d9d384c2,,What is the place where COVID-19 management is/was done?,Place where COVID-19 management is/was done,Question,Coded,Facility based care;Home based care,,,,,,,,,,,,,,,,,,,
e1bee97b-91f4-4c19-a66d-acf82752ee4d,,Discharge summary,,Misc,Text,,,,,,,,,,,,,,,,,,,,
0cc868bd-e9dd-4b59-b278-f923afe22d82,,Other vaccine manufacturer (1st dose),Other vaccine manufacturer (1st dose),Misc,Text,,,,,,,,,,,,,,,,,,,,
a900f2c7-8922-4820-b672-676dc58dd3e9,,Other vaccine manufacturer (2nd dose),Other vaccine manufacturer (2nd dose),Misc,Text,,,,,,,,,,,,,,,,,,,,
a51c05e1-5ad5-420d-a082-966d2989b716,,What is the COVID-19 lab test confirmation date?,Date to confirm COVID-19 lab test,Question,Date,,,,,,,,,,,,,,,,,,,,
e0f1584a-cc8b-48e9-980f-64d9f724caf8,,Quarantine,Quarantine as a reason for COVID-19 testing,Misc,N/A,,,,,,,,,,,,,,,,,,,,
405e23a3-c4fc-478f-9b47-df8815174ed8,,Quarantine facility,Quarantine facility as a place where the case was investigated,Misc,N/A,,,,,,,,,,,,,,,,,,,,
38769c82-a3d3-4714-97b7-015726cdb209,,Other frontline worker,Other frontline worker as a reason for COVID-19 testing,Misc,N/A,,,,,,,,,,,,,,,,,,,,
30320fb8-b29b-443f-98cf-f3ef491f8947,,Health worker,Health worker as a reason for COVID-19 testing,Misc,N/A,,,,,,,,,,,,,,,,,,,,
0ed2e3ca-b9a6-4ff6-ac74-4d4cd9520acc,,RDT confirmatory,RDT confirmatory as reason for COVID-19 testing,Misc,N/A,,,,,,,,,,,,,,,,,,,,
f974e267-feeb-42be-9d37-61554dad16b1,,Voluntary,Voluntary as reason for COVID-19 testing,Misc,N/A,,,,,,,,,,,,,,,,,,,,
1cee0ab3-bf06-49e9-a49c-baf261620c67,,Post-mortem,Post-mortem as a reason for COVID-19 testing,Misc,N/A,,,,,,,,,,,,,,,,,,,,
ad8be6bf-ced7-4390-a6af-c5acebeac216,,Follow-up,Follow-up as a reason for COVID-19 testing,Misc,N/A,,,,,,,,,,,,,,,,,,,,
f8c9c2cc-3070-444e-8818-26fb8100bb78,,Travel out of country,Travel out of country as a reason for COVID-19 testing,Misc,N/A,,,,,,,,,,,,,,,,,,,,
677f4d21-7293-4810-abe6-57a192acde57,,Entry into a country,Entry into a country as a reason for COVID-19 testing,Misc,N/A,,,,,,,,,,,,,,,,,,,,
5340f478-ec5d-41e6-bc62-961c52014d4d,,Contact of a case,Contact of a case as a reason for COVID-19 testing,Misc,N/A,,,,,,,,,,,,,,,,,,,,
8a6ab892-1b1d-4ad9-82da-c6c38ee8fcfb,,Surveillance,Surveillance as a reason for COVID-19 testing,Misc,N/A,,,,,,,,,,,,,,,,,,,,
dcd1c3bf-cdbf-464b-badd-dc8eb8c34967,,Mass testing,Mass testing as a place where the case was investigated,Misc,N/A,,,,,,,,,,,,,,,,,,,,
b9ad4a80-4900-4708-8541-fdb767b040fc,,Household,Household as a place where the case was investigated,Misc,N/A,,,,,,,,,,,,,,,,,,,,
499df97a-2a34-4562-946a-3c4d5608b67f,,Which date was the specimen tested for COVID-19?,Describes the date when the specimen was tested for COVID-19,Question,Date,,,,,,,,,,,,,,,,,,,,
2950ccab-915e-4bce-9b5c-c4183b3ee5e9,,Which date was the specimen received in the lab for COVID-19 testing?,Describes the date when specimen was received in the lab for COVID-19 testing,Question,Date,,,,,,,,,,,,,,,,,,,,
d3469f27-5f94-4caa-a72c-9581ea6602f6,,Which date was the specimen sent to the lab for COVID-19 testing?,Describes the date when the specimen was sent to the lab for COVID-19 testing,Question,Date,,,,,,,,,,,,,,,,,,,,
94a6ae53-0c36-4889-b2b7-025e48542835,,Runny nose,Runny nose as a presenting symptom,Diagnosis,N/A,,,,,,,,,,,,,,,,,,,,
6e7d9cd7-8a0b-40ca-bf57-c4fc7510b09a,,Diarrhoea,Diarrhoea as a presenting symptom,Diagnosis,N/A,,,,,,,,,,,,,,,,,,,,
